"LE"	"Kin"	"u"	"De"	"VPD"	"Twater"	"Kin_u"	"Kin_De"	"Kin_VPD"	"Kin_Twater"	"u_De"	"u_VPD"	"u_Twater"	"De_VPD"	"De_Twater"	"VPD_Twater"	"Kin_u_De"	"Kin_u_VPD"	"Kin_u_Twater"	"Kin_De_VPD"	"Kin_De_Twater"	"Kin_VPD_Twater"	"u_De_VPD"	"u_De_Twater"	"u_VPD_Twater"	"De_VPD_Twater"	"Kin_u_De_VPD"	"Kin_u_De_Twater"	"Kin_u_VPD_Twater"	"Kin_De_VPD_Twater"	"u_De_VPD_Twater"	"Kin_u_De_VPD_Twater"
NA	59.7222222222222	4.625	0.721577006387448	0.254756351942881	19.1645833333333	291.666666666667	38.3640866033759	17.5172616523334	1139.16666666667	3.33702306920335	1.19737805364323	88.6416666666667	0.184271661008194	13.8355175369268	4.88368134679697	187.179316021794	85.9883680090865	5563.19444444445	11.2873323683363	731.826345819671	334.183790271161	0.866173386395205	63.9897792606046	22.9553826864579	3.53439686989765	55.3687250581545	3570.48639449222	1640.39829253152	215.347642539623	16.615093828888	1056.34062013275
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	427.777777777777	2.5	0.344013423367562	1.82374731210273	21.25	1116.66666666667	143.175890593679	765.742031956713	9087.12962962963	0.838934343935374	4.48304541908912	53.1083333333333	0.633834965864945	7.31169186085959	38.7597185729276	365.159029725266	1967.82725679712	23714.1666666666	258.912654112154	3042.00638823294	16268.4533672865	1.51985169020904	17.8251377873178	95.24703984397	13.4733087395936	649.520226541196	7756.03989961185	41794.6548102551	5501.74466046588	32.2970737882532	13797.6165045551
NA	664.583333333333	3.5	-0.0466631669352959	1.97884451009412	21.65	2499.30555555556	-16.850588059968	1332.9312665772	7818.05555555555	-0.0933263338705918	6.93532424063709	43.3	-0.081857281856236	-1.01025756414916	37.9787800224724	-33.7011761199359	4982.04016849022	15636.1111111111	-29.5595740036408	-364.815231498306	13714.5594525595	-0.163714563712472	-2.02051512829831	75.9575600449447	-1.77221015218751	-59.1191480072815	-729.630462996613	27429.1189051189	-639.964777178822	-3.54442030437502	-1279.92955435764
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	45.8333333333334	4.6	0.868322398557539	0.573839441738761	21.75	251.388888888889	35.8909797628117	35.3524242817027	995.111111111111	3.82754192881491	2.78060104835623	99.9966666666667	0.479309662797557	18.8848897703558	12.4818187703647	182.046780154812	204.141997847303	5448.98148148149	26.5633365461992	780.208869431675	766.838993194544	2.20949973183247	83.2058589410618	60.4335922531897	10.4274026071126	143.231573924109	3949.74152060251	4421.72549772464	576.860523953059	48.033018425456	3104.91376489959
NA	0	6.33333333333333	0.853493671348132	0.241179626189734	21.5444444444444	0	0	0	0	5.38615052242656	1.51947498782441	136.411111111111	0.206018981806815	18.3891129514237	5.19641422332844	0	0	0	0	0	0	1.29318953705312	116.016398836542	32.7291998204184	4.43910920929763	0	0	0	0	27.8565884162403	0
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	19.4444444444444	4	1.21868701470254	0.583492766670526	20.6041666666667	97.2222222222224	23.2976300582221	14.1113509340839	404.363425925925	4.78142388547056	2.75803777619216	82.7208333333332	0.698209203733956	25.1009603157686	12.0649213568465	116.488150291111	70.5567546704193	2021.81712962963	16.9133806366011	484.507293002676	293.473415600709	3.28187724800981	98.8709744615884	57.0882578238751	14.4353434991628	84.5669031830054	2422.53646501338	1467.36707800355	351.756640453717	67.9305914514167	1758.78320226858
NA	0	3	0.904806195578083	0.239975175536584	20.3	0	0	0	0	2.71441858673425	0.719925526609752	60.9	0.217131025610439	18.3675657702351	4.87149606339266	0	0	0	0	0	0	0.651393076831318	55.1026973107053	14.614488190178	4.40775981989192	0	0	0	0	13.2232794596757	0
NA	7.87037037037037	5.16666666666667	0.806200736629475	0.363806366142842	20.0166666666667	52.3148148148148	6.02681285667488	3.12812486470197	156.666666666667	4.13731825446701	1.895211699447	103.358333333334	0.292905579534413	16.1399990192709	7.27950938843313	39.8941098981937	20.721730800663	1041.2962962963	2.39797909851805	119.971802182805	62.2692705284403	1.51561854953622	82.7794905580639	37.8999070412068	5.8617112166146	15.8155510261638	794.083918648932	412.460371537547	47.735955771567	30.3134392182768	314.810323975948
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
