"YYYYmmddHHMM","LE","H","wind_speed","wind_dir","air_pressure","Tair","RH"
201901011700,71.9984,-32.2279,12.0607,320.679,102900,6.631,70.06
201901011730,38.0115,NA,11.5468,320.538,102907,6.365,75.17
201901011800,41.2152,-13.4615,11.4298,320.145,102945,6.024,79.09
201901011830,97.827,NA,10.7326,323.118,102963,6.053,76.58
201901011900,NA,NA,NA,NA,NA,NA,NA
201901011930,162.335,-57.5041,13.1665,328.167,103000,6.875,59.52
201901012000,NA,NA,NA,NA,NA,NA,NA
201901012030,120.053,-51.5188,12.6912,330.562,103065,6.832,61.03
201901012100,NA,NA,11.7796,338.949,103078,6.315,72.28
201901012130,NA,NA,NA,NA,NA,NA,NA
201901012200,NA,NA,NA,NA,NA,NA,NA
201901012230,NA,NA,NA,NA,NA,NA,NA
201901012300,NA,NA,NA,NA,NA,NA,NA
201901012330,90.2473,-30.436,11.0935,336.7,103188,6.563,60.36
201901020000,NA,NA,NA,NA,NA,NA,NA
201901020030,73.4663,-32.5161,11.247,335.822,103236,6.48,62.95
201901020100,NA,NA,NA,NA,NA,NA,NA
201901020130,49.6529,-22.7622,11.0549,337.246,103300,6.607,65.43
201901020200,66.8281,-44.4331,11.9118,333.577,103305,6.602,66.81
201901020230,NA,NA,NA,NA,NA,NA,NA
201901020300,58.1074,-37.3304,11.2512,334.023,103374,6.649,67.24
201901020330,NA,NA,NA,NA,NA,NA,NA
201901020400,NA,NA,NA,NA,NA,NA,NA
201901020430,NA,NA,NA,NA,NA,NA,NA
201901020500,43.9005,NA,10.624,345.688,103436,6.259,72.09
201901020530,41.7794,NA,10.432,338.076,103436,6.029,75.79
201901020600,NA,NA,NA,NA,NA,NA,NA
201901020630,NA,NA,NA,NA,NA,NA,NA
201901020700,NA,NA,NA,NA,NA,NA,NA
201901020730,NA,NA,9.98234,346.49,103519,5.697,77.55
201901020800,NA,NA,NA,NA,NA,NA,NA
201901020830,NA,NA,NA,NA,NA,NA,NA
201901020900,NA,NA,9.28453,340.643,103599,5.986,74.62
201901020930,NA,NA,NA,NA,NA,NA,NA
201901021000,NA,NA,NA,NA,NA,NA,NA
201901021030,NA,NA,NA,NA,NA,NA,NA
201901021100,NA,NA,NA,NA,NA,NA,NA
201901021130,NA,NA,NA,NA,NA,NA,NA
201901021200,NA,NA,NA,NA,NA,NA,NA
201901021230,NA,NA,NA,NA,NA,NA,NA
201901021300,NA,NA,6.86724,347.846,103803,6.038,69.63
201901021330,NA,NA,NA,NA,NA,NA,NA
201901021400,NA,NA,NA,NA,NA,NA,NA
201901021430,21.0331,NA,6.90825,347.352,103825,5.913,73.54
201901021500,NA,NA,NA,NA,NA,NA,NA
201901021530,NA,NA,NA,NA,NA,NA,NA
201901021600,24.4879,NA,4.56085,348.027,103882,5.647,78.88
201901021630,NA,NA,NA,NA,NA,NA,NA
201901021700,58.3674,NA,7.62489,347.699,103899,5.635,76.84
201901021730,NA,NA,NA,NA,NA,NA,NA
201901021800,NA,NA,NA,NA,NA,NA,NA
201901021830,NA,NA,NA,NA,NA,NA,NA
201901021900,NA,NA,NA,NA,NA,NA,NA
201901021930,NA,NA,NA,NA,NA,NA,NA
201901022000,NA,NA,NA,NA,NA,NA,NA
201901022030,NA,NA,5.37256,348.43,103987,5.109,78.28
201901022100,19.9061,-9.11611,4.17145,340.281,104004,5.758,70.19
201901022130,14.6149,-8.24207,4.78726,330.813,103999,5.402,79.65
201901022200,NA,NA,NA,NA,NA,NA,NA
201901022230,NA,NA,3.94037,347.298,103971,5.316,84.1
201901022300,18.707,-10.0858,5.55651,331.545,103965,5.507,81.3
201901022330,18.769,NA,6.92217,326.456,103948,5.413,82.6
201901030000,18.9857,-8.62891,6.21008,333.604,103937,5.234,82.9
201901030030,NA,NA,7.18398,333.408,103931,5.01,83
201901030100,11.0978,-5.49867,4.86372,342.631,103940,5.151,82.7
201901030130,18.8632,-10.1102,5.74083,335.314,103941,5.388,80.5
201901030200,NA,NA,5.91278,348.228,103946,5.019,83.4
201901030230,NA,NA,NA,NA,NA,NA,NA
201901030300,14.5075,-10.6267,4.33924,330.42,103974,5.132,84.1
201901030330,16.3659,-10.3276,4.72237,331.133,103982,5.333,82.9
201901030400,NA,NA,NA,NA,NA,NA,NA
201901030430,10.8987,NA,3.44678,338.217,103954,4.764,86.6
201901030500,7.30189,-5.68648,3.35683,320.329,103957,4.957,87.5
201901030530,10.4573,-6.41569,3.35907,312.884,103955,5.074,86.4
201901030600,15.1475,NA,5.54231,344.321,103940,5.302,83.3
201901030630,NA,NA,5.00097,338.93,103938,5.22,84.3
201901030700,19.835,-10.9024,5.92543,328.127,103948,5.256,82.3
201901030730,22.9888,-9.92509,6.2978,322.868,103957,5.095,84.4
201901030800,21.8573,-8.16227,6.34941,320.905,103958,5.019,85.3
201901030830,18.3393,-6.22792,5.41567,327.815,103959,5.018,84.1
201901030900,NA,NA,NA,NA,NA,NA,NA
201901030930,NA,NA,NA,NA,NA,NA,NA
201901031000,NA,NA,4.83326,348.685,104019,5.348,80.6
201901031030,17.2312,-6.89763,4.67516,333.809,104037,5.2,83.6
201901031100,NA,-6.09381,5.4544,330.998,104054,5.208,84.4
201901031130,16.8438,-7.68098,4.46591,331.076,104053,5.137,83.3
201901031200,15.9402,-6.15236,5.08023,330.638,104026,5.234,84.6
201901031230,15.5377,-6.09936,3.99792,331.163,104013,5.218,84.6
201901031300,10.8801,-3.82871,4.21457,329.551,103998,5.326,85.6
201901031330,15.7389,-5.65851,4.25068,329.65,103992,5.344,85.8
201901031400,NA,NA,NA,NA,NA,NA,NA
201901031430,NA,NA,3.14627,346.533,103991,5.211,84.7
201901031500,11.77,-5.74959,3.48068,332.174,104000,5.397,85
201901031530,NA,NA,4.54606,343.177,104015,5.363,84.9
201901031600,NA,NA,NA,NA,NA,NA,NA
201901031630,7.31739,NA,3.22474,334.975,104057,5.114,89
201901031700,NA,NA,NA,NA,NA,NA,NA
201901031730,NA,-4.82547,2.98963,335.594,104060,4.983,89.8
201901031800,10.7206,-6.95003,3.73432,327.897,104083,5.172,88.3
201901031830,NA,-6.10043,4.34067,328.706,104077,5.162,89.7
201901031900,NA,-5.91109,3.53044,333.368,104058,5.012,90.9
201901031930,5.72193,-6.13633,3.31517,331.826,104044,5.074,91.7
201901032000,8.54203,-7.66898,3.81525,330.498,104043,5.074,88.8
201901032030,10.1763,-8.86569,4.01999,329.098,104077,5.223,88.8
201901032100,4.5794,-8.52771,3.76376,330.304,104080,5.22,90.8
201901032130,8.02841,-7.49556,3.99765,334.277,104060,5.198,89.3
201901032200,NA,NA,3.75289,344.223,104053,5.2,90.8
201901032230,2.80815,-4.25024,2.60334,331.932,104051,5.098,92.3
201901032300,4.52771,-5.48545,2.73229,331.266,104041,5.171,91.6
201901032330,7.00782,-6.11143,3.01783,305.56,104029,5.178,92.1
201901040000,5.57372,-5.96486,2.2945,318.281,104021,5.101,93.5
201901040030,6.37774,-6.78925,3.38729,327.22,104020,5.203,91.2
201901040100,NA,NA,3.33972,333.792,104015,5.044,91.6
201901040130,NA,NA,2.29175,305.697,104000,5.112,92.9
201901040200,NA,NA,NA,NA,NA,NA,NA
201901040230,NA,NA,NA,NA,NA,NA,NA
201901040300,NA,NA,NA,NA,NA,NA,NA
201901040330,NA,NA,NA,NA,NA,NA,NA
201901040400,NA,NA,NA,NA,NA,NA,NA
201901040430,24.9278,-11.9803,6.50568,308.122,103971,5.259,85.6
201901040500,37.0008,-15.0414,7.23578,288.488,103915,5.212,82.2
201901040530,NA,-6.89874,7.15516,281.082,103887,5.061,83.7
201901040600,44.8601,-13.9614,6.86007,293.175,103888,5.217,78.79
201901040630,36.77,-10.2529,6.77828,298.891,103869,5.149,80.7
201901040700,36.8715,-9.41743,6.31198,303.366,103856,5.024,83.3
201901040730,32.0255,-8.40803,6.8147,291.794,103827,5.014,83.5
201901040800,25.9872,-8.55685,7.33545,286.741,103805,5.125,82.6
201901040830,32.6173,-17.9911,6.0033,293.236,103832,5.211,83
201901040900,34.6603,-19.6004,7.27281,308.863,103859,5.53,78.32
201901040930,32.3261,-16.9114,6.58056,304.404,103852,5.476,81.9
201901041000,39.0887,-15.9076,8.05887,312.484,103853,5.454,78.73
201901041030,42.0879,-17.8531,7.38685,300.557,103819,5.377,79.05
201901041100,37.0169,-17.2841,6.6757,291.769,103788,5.406,81
201901041130,29.0696,-15.351,6.36776,294.031,103750,5.453,83.4
201901041200,29.3508,-24.2098,6.85969,300.75,103710,5.632,82.3
201901041230,33.8794,-22.8196,7.52413,292.355,103654,5.737,80.9
201901041300,21.6438,-18.3037,7.23212,302.478,103631,5.706,82.5
201901041330,32.9504,-27.6074,8.58223,308.959,103596,5.864,80.2
201901041400,25.8112,-26.3508,7.44851,303.23,103569,5.802,82.5
201901041430,30.3316,-28.9147,7.02869,296.786,103561,5.774,82.4
201901041500,15.5655,-20.618,6.47963,305.163,103578,5.78,85
201901041530,9.53595,-17.0888,6.18656,316.846,103578,5.845,86.5
201901041600,18.4676,-24.6289,6.71668,322.648,103563,5.891,85.1
201901041630,14.9012,-25.3266,8.10383,316.366,103543,5.969,84.6
201901041700,12.4514,-22.2668,7.00759,307.65,103541,5.871,86.4
201901041730,7.69072,-19.1945,7.20578,307.217,103550,5.837,88.1
201901041800,NA,NA,NA,NA,NA,NA,NA
201901041830,NA,NA,NA,NA,NA,NA,NA
201901041900,NA,NA,NA,NA,NA,NA,NA
201901041930,2.99386,-25.3593,7.67535,308.975,103489,5.898,90.6
201901042000,2.95046,-21.5666,6.74022,305.052,103484,5.863,91.3
201901042030,4.1158,-18.1619,5.86716,309.991,103490,5.851,90.9
201901042100,9.61214,-29.1463,7.04693,321.992,103497,6.092,87
201901042130,5.29383,-23.9319,7.47515,311.088,103479,6.054,88.1
201901042200,3.31197,-22.2999,6.65869,304.981,103479,5.976,90
201901042230,1.37088,-25.5188,6.40919,302.131,103471,6.002,90.5
201901042300,NA,-20.8006,6.48834,306.979,103456,5.964,93.7
201901042330,NA,-27.4695,6.2561,296.112,103423,5.89,95.3
201901050000,NA,-22.7266,6.03241,290.969,103392,5.893,95.6
201901050030,NA,-38.1798,6.09082,294.984,103378,6.091,95.3
201901050100,NA,-37.0725,6.48217,296.318,103359,6.105,96.9
201901050130,NA,-32.5277,7.21937,302.077,103337,6.166,97.1
201901050200,NA,-37.9648,8.14723,309.998,103331,6.477,94.9
201901050230,NA,-35.3392,8.5144,313.983,103334,6.662,92.7
201901050300,NA,-34.428,9.00902,317.405,103307,6.701,92.2
201901050330,NA,-35.0859,9.34205,313.204,103278,6.549,93.7
201901050400,-7.84561,-40.9233,9.0732,311.146,103270,6.576,93.1
201901050430,-5.48697,-32.6728,8.7914,316.288,103263,6.59,92.3
201901050500,NA,-46.009,9.31125,312.21,103234,6.646,91.1
201901050530,NA,-40.5407,9.69434,313.718,103203,6.775,88.9
201901050600,1.24823,-47.204,9.85805,311.038,103175,6.88,87.1
201901050630,0.361027,-51.8276,9.83889,308.72,103159,6.852,87.5
201901050700,-0.383274,-53.7732,10.3719,309.403,103143,6.871,87.8
201901050730,-3.02607,-51.0793,10.7366,312.811,103156,6.951,87.5
201901050800,NA,-48.4126,10.072,319.415,103164,6.915,87.7
201901050830,NA,-47.7728,9.35847,321.011,103177,6.884,87.7
201901050900,NA,-47.5813,9.75407,318.465,103193,6.947,87.1
201901050930,-3.02442,-46.5686,9.12122,318.771,103214,6.892,87.5
201901051000,2.33242,-52.5055,8.84111,321.708,103219,6.961,86.4
201901051030,1.70749,-50.8215,9.16503,320.338,103226,6.947,86.4
201901051100,10.9925,-48.5985,10.0597,318.881,103223,7.013,83.9
201901051130,9.60614,-49.3423,10.2452,318.349,103212,7.013,82.9
201901051200,7.98575,-44.286,8.95725,319.743,103215,6.848,84.5
201901051230,13.848,-40.5845,8.81976,310.061,103200,6.795,83.3
201901051300,13.0828,-43.9498,8.67818,308.2,103178,6.775,83.6
201901051330,8.56498,-49.3684,9.11447,306.661,103155,6.785,84.7
201901051400,2.80704,-45.5087,9.51832,307.618,103143,6.816,86.3
201901051430,0.0873,-46.0264,9.37849,307.576,103137,6.754,88.2
201901051500,NA,-40.7313,9.28501,304.394,103146,6.617,89.8
201901051530,5.76524,-39.1487,8.83719,305.405,103152,6.73,86.8
201901051600,3.15525,-44.2173,9.11544,309.701,103174,6.839,86.8
201901051630,NA,-39.2937,8.76345,310.184,103191,6.79,88.4
201901051700,NA,-30.4083,9.27979,315.348,103202,6.698,89.4
201901051730,NA,-30.1752,8.52625,314.177,103220,6.571,90.3
201901051800,NA,-32.9724,7.61958,309.521,103234,6.426,91.5
201901051830,NA,NA,NA,NA,NA,NA,NA
201901051900,NA,NA,NA,NA,NA,NA,NA
201901051930,NA,NA,NA,NA,NA,NA,NA
201901052000,NA,NA,NA,NA,NA,NA,NA
201901052030,NA,NA,NA,NA,NA,NA,NA
201901052100,NA,NA,NA,NA,NA,NA,NA
201901052130,NA,NA,NA,NA,NA,NA,NA
201901052200,NA,NA,NA,NA,NA,NA,NA
201901052230,NA,NA,NA,NA,NA,NA,NA
201901052300,NA,NA,NA,NA,NA,NA,NA
201901052330,NA,NA,NA,NA,NA,NA,NA
201901060000,NA,NA,NA,NA,NA,NA,NA
201901060030,NA,-17.3358,7.23564,303.143,103265,5.977,95.3
201901060100,NA,-15.1521,6.30911,308.461,103264,5.862,95.1
201901060130,NA,NA,NA,NA,NA,NA,NA
201901060200,NA,NA,NA,NA,NA,NA,NA
201901060230,4.59179,-19.1245,7.34598,312.001,103271,6.041,90.6
201901060300,NA,-18.9643,6.67843,312.047,103283,6.037,91.7
201901060330,NA,NA,NA,NA,NA,NA,NA
201901060400,NA,NA,NA,NA,NA,NA,NA
201901060430,NA,NA,NA,NA,NA,NA,NA
201901060500,NA,-13.6258,5.79829,304.674,103260,5.959,93.5
201901060530,NA,-18.1165,5.64185,303.013,103236,5.897,94.2
201901060600,2.57864,-16.831,5.19947,302.282,103224,5.873,94.1
201901060630,NA,-15.7938,6.31013,313.114,103230,5.964,92.9
201901060700,2.94104,-17.9124,6.0779,305.917,103255,5.962,91.8
201901060730,NA,-17.8289,5.71459,302.88,103270,5.918,92.1
201901060800,4.45009,-16.7333,5.45493,304.908,103287,5.902,91.8
201901060830,5.93587,-24.5809,4.93375,300.507,103297,6.038,90.5
201901060900,2.76009,-16.5716,5.2005,307.855,103321,5.952,91.6
201901060930,NA,-16.8582,4.18597,289.992,103341,5.848,92.2
201901061000,NA,-11.2963,3.43402,280.64,103355,5.842,91.3
201901061030,NA,NA,3.37726,269.898,103364,5.928,89.1
201901061100,NA,NA,3.0874,271.093,103383,5.745,90.2
201901061130,11.6037,-14.2833,2.76967,293.631,103400,5.797,89.4
201901061200,10.9945,-13.9572,3.37691,306.68,103411,5.907,88.1
201901061230,11.0204,-14.2124,3.92603,319.867,103413,6.031,86.5
201901061300,14.6781,-12.7135,4.09667,305.806,103402,6.183,83.3
201901061330,16.3227,-15.0293,4.62274,310.469,103383,6.214,82.3
201901061400,13.9358,-13.5918,3.68307,301.692,103383,6.168,83.9
201901061430,11.8852,-15.8889,3.3906,301.845,103386,5.966,86.9
201901061500,13.0105,-18.6964,3.17084,296.696,103395,5.976,86.9
201901061530,8.79193,-13.1947,2.85723,290.123,103406,5.908,88.1
201901061600,9.0641,-12.421,2.9197,289.683,103425,5.911,87.7
201901061630,7.32987,-10.9557,2.7754,288.542,103433,5.81,89.2
201901061700,6.34408,-15.0189,3.45545,299.134,103455,5.879,88.4
201901061730,7.92385,-13.759,3.23503,293.983,103463,5.892,88.5
201901061800,4.10774,-11.9748,3.75023,300.582,103467,5.86,88.5
201901061830,3.09396,-10.3428,2.84706,303.036,103470,5.773,89
201901061900,4.22562,-10.0477,2.44822,308.027,103473,5.733,89.5
201901061930,1.43229,-5.85955,2.10017,296.798,103477,5.531,91.2
201901062000,NA,-6.18961,2.28235,295.383,103487,5.484,91.6
201901062030,2.92412,-5.04,2.74862,282.164,103491,5.523,90.6
201901062100,3.07445,-3.15132,3.03742,275.794,103496,5.52,91.3
201901062130,NA,-4.4176,3.12604,272.52,103490,5.559,90.6
201901062200,NA,-2.91038,3.00641,254.178,103479,5.631,89.8
201901062230,NA,NA,3.52737,254.321,103479,5.625,89.7
201901062300,NA,NA,3.57592,252.598,103496,5.373,90.5
201901062330,NA,NA,3.87228,251.561,103497,5.335,89.9
201901070000,2.98241,-5.35255,3.87029,245.238,103496,5.301,90.4
201901070030,NA,-6.08253,3.71035,239.758,103495,5.246,90.5
201901070100,NA,NA,3.83381,227.552,103485,5.274,89.8
201901070130,NA,NA,3.95194,220.964,103471,5.234,90.7
201901070200,NA,NA,3.73357,217.142,103454,5.244,90.5
201901070230,NA,NA,3.82047,230.585,103447,5.421,88.7
201901070300,NA,NA,4.37846,217.296,103436,5.518,88.9
201901070330,3.91507,-5.41226,5.11335,199.534,103406,5.419,90
201901070400,3.71111,-4.97283,4.88132,212.625,103405,5.503,89.7
201901070430,NA,NA,4.51204,219.41,103387,5.438,91.3
201901070500,NA,NA,4.63852,226.03,103363,5.551,91.9
201901070530,NA,-5.67653,5.06581,235.217,103339,5.614,93.5
201901070600,NA,-6.30532,5.37904,224.714,103301,5.554,95
201901070630,NA,-5.42347,5.38702,217.593,103283,5.471,96.9
201901070700,NA,-3.91949,4.80178,211.172,103258,5.592,97.8
201901070730,NA,NA,5.38472,208.019,103235,5.525,98.1
201901070800,NA,NA,5.01489,206.678,103226,5.623,98.3
201901070830,NA,NA,NA,NA,NA,NA,NA
201901070900,NA,NA,NA,NA,NA,NA,NA
201901070930,NA,NA,NA,NA,NA,NA,NA
201901071000,NA,NA,NA,NA,NA,NA,NA
201901071030,NA,NA,NA,NA,NA,NA,NA
201901071100,NA,NA,NA,NA,NA,NA,NA
201901071130,NA,-19.1491,5.79507,220.205,103041,6.433,97.9
201901071200,-5.9734,-25.8727,6.57907,226.905,103000,6.879,96.7
201901071230,-6.45117,-25.297,6.67442,225.983,102949,6.998,94.8
201901071300,-6.75071,-27.3449,7.59742,218.919,102874,7.111,93.4
201901071330,NA,-35.8709,8.39052,221.746,102798,7.229,91.8
201901071400,-7.21516,-31.2531,8.97301,223.246,102733,7.232,91.8
201901071430,NA,-31.9416,8.75807,220.608,102684,7.258,91.5
201901071500,-7.00596,-39.7886,9.04222,223.126,102625,7.238,91.5
201901071530,-7.74157,-39.2689,9.48696,216.737,102543,7.344,90.5
201901071600,NA,-41.0498,10.0118,215.982,102474,7.248,91.2
201901071630,-7.18003,-48.432,10.9971,218.318,102425,7.262,91.2
201901071700,NA,-52.2001,11.0989,222.994,102399,7.314,91.1
201901071730,-7.11412,-53.7495,11.4531,220.366,102324,7.313,91.6
201901071800,-9.51783,-51.7071,11.4273,220.374,102270,7.361,91.9
201901071830,-10.1615,-59.2985,11.4913,223.014,102222,7.487,92
201901071900,-19.8217,-60.1573,11.8018,224.873,102150,7.723,91.6
201901071930,NA,NA,NA,NA,NA,NA,NA
201901072000,NA,NA,NA,NA,NA,NA,NA
201901072030,NA,NA,NA,NA,NA,NA,NA
201901072100,NA,NA,NA,NA,NA,NA,NA
201901072130,-31.9112,-92.1725,11.84,249.829,101867,8.7,89.2
201901072200,NA,-88.1515,12.9659,271.574,101837,8.96,85.1
201901072230,NA,-71.4285,11.6369,283.425,101835,8.4,83.8
201901072300,13.8658,-76.1342,10.7322,283.265,101825,8.03,79.94
201901072330,30.3904,-71.0957,12.4618,286.551,101775,7.992,76.08
201901080000,28.3121,-82.4255,12.8977,287.464,101751,7.877,77.55
201901080030,21.2675,-74.8402,12.2982,282.631,101745,7.781,79.11
201901080100,NA,-56.4117,12.1456,276.31,101729,7.728,80.2
201901080130,9.47645,-44.8244,11.9629,273.146,101696,7.683,80.8
201901080200,12.7772,-48.1712,12.0615,274.501,101667,7.695,80.4
201901080230,14.5342,-47.4436,12.0585,276.185,101639,7.717,79.24
201901080300,17.803,-55.8583,12.1382,276.179,101608,7.784,78.35
201901080330,NA,-79.8893,13.2209,282.08,101572,7.834,77.74
201901080400,38.1913,-90.8906,12.6545,290.9,101558,7.429,76.8
201901080430,NA,NA,NA,NA,NA,NA,NA
201901080500,NA,NA,NA,NA,NA,NA,NA
201901080530,81.5028,-75.3168,12.6829,294.76,101472,7.159,77.14
201901080600,NA,NA,NA,NA,NA,NA,NA
201901080630,107.001,-86.5122,13.1754,297.9,101434,6.978,77.82
201901080700,71.3452,-76.9192,13.544,297.651,101396,7.295,75.63
201901080730,71.4688,-80.5774,14.6423,298.073,101372,7.195,77.22
201901080800,NA,NA,NA,NA,NA,NA,NA
201901080830,NA,NA,NA,NA,NA,NA,NA
201901080900,33.5565,-52.9384,14.2908,305.694,101382,7.154,82.3
201901080930,NA,NA,NA,NA,NA,NA,NA
201901081000,60.0127,-49.8233,15.388,310.603,101380,7.283,80.7
201901081030,59.9341,-68.2565,15.9907,311.935,101389,7.502,77.6
201901081100,NA,NA,NA,NA,NA,NA,NA
201901081130,56.498,-70.2537,15.6382,315.948,101461,7.543,76.05
201901081200,63.2858,-66.9557,15.8863,318.48,101480,7.594,74.1
201901081230,46.4019,-60.8508,14.7409,316.422,101521,7.47,76.82
201901081300,54.8374,-66.0438,15.7913,318.097,101513,7.464,76.22
201901081330,46.8134,-55.7825,15.669,315.616,101505,7.391,76.91
201901081400,51.3478,-52.8487,14.8855,316.687,101506,7.427,75.68
201901081430,78.8086,-58.8554,15.5017,320.056,101523,7.361,74.72
201901081500,NA,NA,NA,NA,NA,NA,NA
201901081530,NA,NA,NA,NA,NA,NA,NA
201901081600,82.7616,-54.4808,15.573,319.164,101568,7.206,74.75
201901081630,78.3406,-59.3608,16.0928,317.407,101574,7.209,73.4
201901081700,NA,NA,NA,NA,NA,NA,NA
201901081730,78.6625,-68.0495,14.123,325.731,101665,7.055,75.49
201901081800,NA,NA,NA,NA,NA,NA,NA
201901081830,72.3434,-62.5074,14.5429,325.419,101671,7.009,75.9
201901081900,NA,NA,NA,NA,NA,NA,NA
201901081930,NA,NA,NA,NA,NA,NA,NA
201901082000,NA,NA,NA,NA,NA,NA,NA
201901082030,NA,-43.4056,13.4915,329.763,101740,6.261,78.43
201901082100,86.3679,-29.7994,13.6175,325.615,101741,6.003,78.25
201901082130,NA,NA,NA,NA,NA,NA,NA
201901082200,NA,NA,NA,NA,NA,NA,NA
201901082230,72.6334,-49.591,13.623,327.149,101756,6.58,75.19
201901082300,77.3811,-50.958,13.7422,327.377,101750,6.516,73.51
201901082330,66.1717,-45.8449,12.7819,327.466,101752,6.375,74.74
201901090000,47.2857,-41.7574,11.9354,331.315,101741,6.279,76.65
201901090030,78.1892,-45.6622,12.4566,325.937,101723,6.209,75.23
201901090100,35.533,-36.5729,11.4643,331.019,101720,6.254,77.07
201901090130,73.2842,-29.1884,11.249,330.478,101724,6.013,72.69
201901090200,NA,NA,NA,NA,NA,NA,NA
201901090230,NA,NA,NA,NA,NA,NA,NA
201901090300,26.0886,-25.5556,10.1393,342.787,101790,6.21,77.31
201901090330,NA,NA,NA,NA,NA,NA,NA
201901090400,NA,NA,NA,NA,NA,NA,NA
201901090430,NA,NA,NA,NA,NA,NA,NA
201901090500,NA,-17.3101,9.64339,340.947,101853,6.001,77.67
201901090530,NA,NA,NA,NA,NA,NA,NA
201901090600,NA,NA,NA,NA,NA,NA,NA
201901090630,NA,NA,NA,NA,NA,NA,NA
201901090700,31.2871,-17.0018,9.4224,343.641,101869,5.667,76.74
201901090730,NA,NA,10.6362,346.239,101871,5.62,77.59
201901090800,NA,NA,10.0394,348.136,101914,5.702,78.27
201901090830,29.7038,NA,9.17246,342.054,101961,5.735,79.2
201901090900,NA,NA,NA,NA,NA,NA,NA
201901090930,NA,NA,NA,NA,NA,NA,NA
201901091000,NA,NA,NA,NA,NA,NA,NA
201901091030,NA,NA,NA,NA,NA,NA,NA
201901091100,24.2112,-17.1691,8.21032,345.649,102140,5.887,77.27
201901091130,21.5533,-10.8885,7.84231,343.919,102169,5.944,77.96
201901091200,25.3845,-16.7821,8.26898,346.872,102176,6.042,77.38
201901091230,NA,NA,NA,NA,NA,NA,NA
201901091300,NA,NA,NA,NA,NA,NA,NA
201901091330,NA,NA,NA,NA,NA,NA,NA
201901091400,NA,NA,NA,NA,NA,NA,NA
201901091430,NA,NA,NA,NA,NA,NA,NA
201901091500,NA,NA,NA,NA,NA,NA,NA
201901091530,NA,NA,NA,NA,NA,NA,NA
201901091600,NA,NA,NA,NA,NA,NA,NA
201901091630,NA,NA,NA,NA,NA,NA,NA
201901091700,NA,NA,NA,NA,NA,NA,NA
201901091730,NA,NA,NA,NA,NA,NA,NA
201901091800,NA,NA,NA,NA,NA,NA,NA
201901091830,NA,NA,NA,NA,NA,NA,NA
201901091900,NA,NA,NA,NA,NA,NA,NA
201901091930,NA,NA,NA,NA,NA,NA,NA
201901092000,NA,NA,NA,NA,NA,NA,NA
201901092030,NA,NA,NA,NA,NA,NA,NA
201901092100,NA,NA,NA,NA,NA,NA,NA
201901092130,NA,NA,NA,NA,NA,NA,NA
201901092200,NA,NA,NA,NA,NA,NA,NA
201901092230,NA,NA,NA,NA,NA,NA,NA
201901092300,NA,NA,NA,NA,NA,NA,NA
201901092330,NA,NA,NA,NA,NA,NA,NA
201901100000,NA,NA,NA,NA,NA,NA,NA
201901100030,NA,NA,NA,NA,NA,NA,NA
201901100100,NA,NA,NA,NA,NA,NA,NA
