"YYYYmmddHHMM","LE","H","wind_speed","wind_dir","air_pressure","Tair","RH"
202001062000,NA,NA,NA,NA,NA,NA,NA
202001062030,NA,NA,NA,NA,NA,NA,NA
202001062100,NA,NA,NA,NA,NA,NA,NA
202001062130,NA,NA,NA,NA,NA,NA,NA
202001062200,NA,NA,NA,NA,NA,NA,NA
202001062230,NA,NA,NA,NA,NA,NA,NA
202001062300,NA,NA,NA,NA,NA,NA,NA
202001062330,NA,NA,NA,NA,NA,NA,NA
202001070000,NA,NA,NA,NA,NA,NA,NA
202001070030,NA,NA,NA,NA,NA,NA,NA
202001070100,NA,NA,NA,NA,NA,NA,NA
202001070130,NA,NA,NA,NA,NA,NA,NA
202001070200,NA,NA,NA,NA,NA,NA,NA
202001070230,NA,NA,NA,NA,NA,NA,NA
202001070300,NA,NA,NA,NA,NA,NA,NA
202001070330,NA,NA,4.83561,282.211,101275,NA,NA
202001070400,NA,NA,NA,NA,NA,NA,NA
202001070430,NA,NA,4.08349,284.802,101275,NA,NA
202001070500,NA,NA,3.67202,286.189,101275,NA,NA
202001070530,NA,NA,NA,NA,NA,NA,NA
202001070600,NA,NA,NA,NA,NA,NA,NA
202001070630,NA,NA,NA,NA,NA,NA,NA
202001070700,NA,NA,NA,NA,NA,NA,NA
202001070730,NA,NA,NA,NA,NA,NA,NA
202001070800,NA,NA,NA,NA,NA,NA,NA
202001070830,NA,NA,NA,NA,NA,NA,NA
202001070900,NA,NA,NA,NA,NA,NA,NA
202001070930,NA,NA,NA,NA,NA,NA,NA
202001071000,NA,NA,NA,NA,NA,NA,NA
202001071030,NA,NA,NA,NA,NA,NA,NA
202001071100,NA,NA,NA,NA,NA,NA,NA
202001071130,NA,NA,NA,NA,NA,NA,NA
202001071200,NA,NA,NA,NA,NA,NA,NA
202001071230,NA,NA,NA,NA,NA,NA,NA
202001071300,NA,NA,NA,NA,NA,NA,NA
202001071330,NA,NA,8.52326,243.496,101275,NA,NA
202001071400,NA,NA,8.24126,247.622,101275,NA,NA
202001071430,NA,NA,8.4086,247.808,101275,NA,NA
202001071500,NA,NA,NA,NA,NA,NA,NA
202001071530,NA,NA,8.79915,246.035,101275,NA,NA
202001071600,NA,NA,8.75549,246.174,101275,NA,NA
202001071630,NA,NA,9.40686,243.318,101275,NA,NA
202001071700,NA,NA,9.30981,238.239,101275,NA,NA
202001071730,NA,NA,9.04949,237.709,101275,NA,NA
202001071800,NA,NA,8.4051,236.159,101275,NA,NA
202001071830,NA,NA,8.90971,241.88,101275,NA,NA
202001071900,NA,NA,NA,NA,NA,NA,NA
202001071930,NA,NA,9.89741,242.082,101275,NA,NA
202001072000,NA,NA,9.94867,242.958,101275,NA,NA
202001072030,NA,NA,9.35927,245.518,101275,NA,NA
202001072100,NA,NA,NA,NA,NA,NA,NA
202001072130,NA,NA,NA,NA,NA,NA,NA
202001072200,NA,NA,NA,NA,NA,NA,NA
202001072230,NA,NA,12.3957,245.838,101275,NA,NA
202001072300,NA,NA,12.8592,244.513,101275,NA,NA
202001072330,NA,NA,13.0428,241.675,101275,NA,NA
202001080000,NA,NA,12.8389,244.892,101275,NA,NA
202001080030,NA,NA,NA,NA,NA,NA,NA
202001080100,NA,NA,NA,NA,NA,NA,NA
